hop,direction,from,to,value,tx_hash,block_number,timestamp,gas_used,gas_price,is_error,source_address
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x607f4c5bb672230e8672085532f7e901544a7375,0,0xbf96077a5735d7ce8dd4e2ba3b738dc982cafe3469e5b332e3d9eaf5e028aeb4,12326870,1619585429,56308,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x607f4c5bb672230e8672085532f7e901544a7375,0,0xb04449d551f651552fea2b27a8b1d3e133abff1cc18e72884edb903eef2e6c20,12326884,1619585662,39208,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x5732046a883704404f284ce41ffadd5b007fd668,0,0x17cc2f66a717e42532fd59d3fd5999893791b37455e2cfc72622bc624902ef81,12326885,1619585696,37260,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0xddb3422497e61e13543bea06989c0789117555c5,0,0x80f160d7113d58d9c6cd462fe5251f438bdb9c16c738ad818540a44c9775551f,12326889,1619585785,52107,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0xaf4dce16da2877f8c9e00544c93b62ac40631f16,0,0xd31d8814631138aced0085130549d310bd580924f65470db7bf7a032170e5d9c,12326935,1619586385,56213,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0xddb3422497e61e13543bea06989c0789117555c5,0,0xd1ddaba384e334152dae5e94a646765fb360a85bc1c3cb254ec9abfb1f8d0c10,12326937,1619586468,52107,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x4e15361fd6b4bb609fa63c81a2be19d873717870,0,0x1fbff0c0a6732da583d1acceacbcabde512bcdcf1f17e7fa87d68cfe5995dd1f,12326945,1619586619,40379,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x5732046a883704404f284ce41ffadd5b007fd668,0,0xe203d6d6478b3dff578a7a13d38752d71e0f315a2c61b2297196f4f5340a8c5e,12326969,1619586944,54348,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x5732046a883704404f284ce41ffadd5b007fd668,0,0xa1e1b98ca15464733628ca89b518142ab4d51f50010d43959273ac03b716ae8a,12326985,1619587179,54336,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x4e15361fd6b4bb609fa63c81a2be19d873717870,0,0xc6df750d9c31bf8d2f413f9977fecb72960920a2f54da0e2863ed987783373ff,12327012,1619587493,57479,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x286bda1413a2df81731d4930ce2f862a35a609fe,0,0x04cef4211634367d1a3b860e3856176e5a6bfd07069266414ec065f62619ac14,12327027,1619587671,54611,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x99ea4db9ee77acd40b119bd1dc4e33e1c070b80d,0,0x9d4bcf800c2819407169001c8da82e5341afd9020c60d79f183869d622c3d75d,12327027,1619587671,58747,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0x0cf0ee63788a0849fe5297f3407f701e122cc023,0,0x3e6656421d9c54656a57fd6f1a41c2731976604d08271311792fd76fa7f7538a,12327030,1619587697,54503,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
1,outward,0x28c6c06298d514db089934071355e5743bf21d60,0xddb3422497e61e13543bea06989c0789117555c5,0,0x03461ccbd446c53f7ea237cf851e5764460c2ef95a762649ff9cf926b82e8b02,12327049,1619587879,52107,120000000000,0,0x28c6c06298d514db089934071355e5743bf21d60
